ID	symbol	chromosome	start	stop
ENSG00000118507	AKAP7	6	131135666	131283535
ENSG00000089057	SLC23A2	20	4852356	5010293
ENSG00000118508	RAB32	6	146543693	146554965
ENSG00000184371	CSF1	1	109910242	109930992
ENSG00000149679	CABLES2	20	62388632	62407285
ENSG00000253167	WASHC5-AS1	8	125040684	125044989
ENSG00000214941	ZSWIM7	17	15976560	15999717
ENSG00000214944	ARHGEF28	5	73626158	73941993
ENSG00000148985	PGAP2	11	3797724	3826371
ENSG00000105711	SCN1B	19	35030466	35040449
ENSG00000137261	KIAA0319	6	24544104	24646155
ENSG00000166261	ZNF202	11	123724177	123741675
ENSG00000244357	RN7SL145P	3	45742675	45742970
ENSG00000012232	EXTL3	8	28600469	28755599
ENSG00000251307	AC026704.1	5	55233934	55295201
ENSG00000166268	MYRFL	12	69825304	69959097
ENSG00000152404	CWF19L2	11	107326345	107457844
ENSG00000137265	IRF4	6	391739	411447
ENSG00000275897	AC021491.4	17	50475819	50478391
ENSG00000275896	PRSS2	7	142760398	142774564
ENSG00000181472	ZBTB2	6	151364117	151391548
ENSG00000275895	U2AF1L5	21	6484623	6499261
ENSG00000187134	AKR1C1	10	4963253	4983283
ENSG00000187135	VSTM2B	19	29526499	29564479
ENSG00000244687	UBE2V1	20	50081124	50115959
ENSG00000244682	FCGR2C	1	161581339	161605662
ENSG00000188112	C6ORF132	6	42101118	42142619
ENSG00000114867	EIF4G1	3	184314495	184335358
ENSG00000114861	FOXP1	3	70952817	71583993
ENSG00000248265	FLJ12825	12	54058254	54122234
ENSG00000164808	SPIDR	8	47260575	47736306
ENSG00000206341	HLA-H	6	29887752	29890482
ENSG00000251615	AC104825.1	4	8355090	8358338
ENSG00000279106	AC009093.7	16	29204633	29205855
ENSG00000260509	AL590787.1	13	25300124	25301438
ENSG00000015171	ZMYND11	10	134465	254637
ENSG00000051128	HOMER3	19	18929201	18941261
ENSG00000216895	AC009403.1	7	155611231	155645205
ENSG00000174437	ATP2A2	12	110280756	110351093
ENSG00000270240	AC015849.1	17	35868967	35885863
ENSG00000071054	MAP4K4	2	101696850	101894689
ENSG00000155657	TTN	2	178525989	178830802
ENSG00000258733	LINC02328	14	85934710	86129778
ENSG00000258732	AC025884.1	15	22278971	22282872
ENSG00000258731	AL356020.1	14	53153354	53157528
ENSG00000258730	ITPK1-AS1	14	93067452	93072152
ENSG00000258738	AL121603.2	14	34874343	34876459
ENSG00000074266	EED	11	86244544	86278813
ENSG00000225580	AL358942.1	6	112616703	112617880
ENSG00000165792	METTL17	14	20989770	20997035
ENSG00000245080	MIR3150BHG	8	95066808	95073182
ENSG00000165795	NDRG2	14	21016763	21070872
ENSG00000154122	ANKH	5	14704800	14871785
ENSG00000154127	UBASH3B	11	122655675	122814473
ENSG00000266824	AC129492.4	17	8176812	8182812
ENSG00000154124	OTULIN	5	14664664	14699711
ENSG00000235532	LINC00402	13	74231457	74259976
ENSG00000238105	GOLGA2P5	12	100156357	100173659
ENSG00000228808	HMGB3P4	13	99372173	99372686
ENSG00000228802	AC073641.1	2	223965701	223967706
ENSG00000228800	AL590068.1	10	30553854	30554483
ENSG00000228801	AC064807.1	8	51899325	51947173
ENSG00000228807	MRPS18CP6	22	44483495	44483717
ENSG00000228804	AC072022.1	3	187702313	187733849
ENSG00000186260	MRTFB	16	14071321	14266773
ENSG00000165240	ATP7A	X	77910656	78050395
ENSG00000245556	SCAMP1-AS1	5	78342365	78360507
ENSG00000165246	NLGN4Y	Y	14522573	14845650
ENSG00000185404	SP140L	2	230327184	230403732
ENSG00000245552	AP000787.1	11	95150539	95234104
ENSG00000010278	CD9	12	6199715	6238271
ENSG00000196369	SRGAP2B	1	144887265	145095528
ENSG00000196368	NUDT11	X	51490011	51496596
ENSG00000010270	STARD3NL	7	38178222	38230671
ENSG00000196367	TRRAP	7	98877933	99050831
ENSG00000196366	C9ORF163	9	136483495	136486067
ENSG00000196365	LONP1	19	5691834	5720572
ENSG00000257752	AC091516.1	12	88057876	88058578
ENSG00000147117	ZNF157	X	47370583	47414305
ENSG00000242683	RPL12P21	5	139035148	139035987
ENSG00000242686	AC107464.1	4	652850	656213
ENSG00000179523	EIF3J-DT	15	44527257	44536923
ENSG00000161542	PRPSAP1	17	76309486	76384521
ENSG00000179526	SHARPIN	8	144098633	144108124
ENSG00000161544	CYGB	17	76527356	76551175
ENSG00000161547	SRSF2	17	76734115	76737374
ENSG00000225131	PSME2P2	13	48771128	48771827
ENSG00000183722	LHFPL6	13	39209116	39603528
ENSG00000183729	NPBWR1	8	52938431	52941117
ENSG00000257284	AC013437.1	2	143162078	143172172
ENSG00000257285	AL132780.1	14	22929609	22955562
ENSG00000211818	TRAV39	14	22304054	22304553
ENSG00000250254	PTTG2	4	37960435	37961125
ENSG00000211813	TRAV34	14	22207522	22208129
ENSG00000211812	TRAV26-2	14	22202583	22203368
ENSG00000211815	TRAV36DV7	14	22226746	22227254
ENSG00000211814	TRAV35	14	22221896	22222475
ENSG00000211817	TRAV38-2DV8	14	22281105	22281748
ENSG00000211816	TRAV38-1	14	22271968	22272563
ENSG00000262874	C19ORF84	19	51388289	51390574
ENSG00000253506	NACA2	17	61590426	61591202
ENSG00000203729	LINC00272	1	182407621	182414815
ENSG00000196588	MRTFA	22	40410281	40636702
ENSG00000196586	MYO6	6	75749192	75919537
ENSG00000196584	XRCC2	7	152644779	152676165
ENSG00000196581	AJAP1	1	4654732	4792534
ENSG00000164118	CEP44	4	174283677	174333380
ENSG00000158555	GDPD5	11	75434640	75525903
ENSG00000242028	HYPK	15	43796142	43803043
ENSG00000164111	ANXA5	4	121667955	121697113
ENSG00000164112	TMEM155	4	121758930	121765427
ENSG00000164114	MAP9	4	155342658	155376970
ENSG00000164117	FBXO8	4	174236658	174284264
ENSG00000164116	GUCY1A1	4	155666711	155732349
ENSG00000171714	ANO5	11	21799934	22283357
ENSG00000120162	MOB3B	9	27325209	27529781
ENSG00000100678	SLC8A3	14	70044217	70189070
ENSG00000007312	CD79B	17	63928740	63932354
ENSG00000177106	EPS8L2	11	694438	727727
ENSG00000107020	PLGRKT	9	5357973	5437878
ENSG00000107021	TBC1D13	9	128787204	128810432
ENSG00000230013	AL359182.2	9	104990796	104991781
ENSG00000176728	TTTY14	Y	18872501	19077416
ENSG00000257135	AC007249.2	2	10448694	10451327
ENSG00000198185	ZNF334	20	46499630	46513559
ENSG00000008516	MMP25	16	3046681	3060726
ENSG00000008517	IL32	16	3065297	3082192
ENSG00000198182	ZNF607	19	37696363	37719790
ENSG00000198189	HSD17B11	4	87336610	87391386
ENSG00000105258	POLR2I	19	36113710	36115346
ENSG00000197180	CH17-340M24.3	X	154424380	154428479
ENSG00000197181	PIWIL2	8	22275297	22357563
ENSG00000197182	MIRLET7BHG	22	46053869	46113928
ENSG00000258116	PPIAP45	12	47341614	47342089
ENSG00000256155	LINC02598	12	10358464	10361045
ENSG00000123600	METTL8	2	171317405	171434802
ENSG00000243648	AC109454.1	5	134422838	134423335
ENSG00000123607	TTC21B	2	165857475	165953843
ENSG00000123609	NMI	2	151270465	151290057
ENSG00000083750	RRAGB	X	55717739	55758774
ENSG00000243646	IL10RB	21	33266358	33310187
ENSG00000178732	GP5	3	194394821	194398354
ENSG00000177105	RHOG	11	3826978	3840983
ENSG00000167491	GATAD2A	19	19385826	19508931
ENSG00000114439	BBX	3	107522936	107811324
ENSG00000133246	PRAM1	19	8490056	8503112
ENSG00000237547	IGHJ2P	14	105864793	105864852
ENSG00000061273	HDAC7	12	47782722	47833132
ENSG00000206881	RNU6-190P	6	17619533	17619634
ENSG00000277161	PIGW	17	36535020	36539310
ENSG00000120837	NFYB	12	104117077	104138289
ENSG00000120832	MTERF2	12	106977291	106987166
ENSG00000135363	LMO2	11	33858576	33892289
ENSG00000276840	PMS2P10	7	75288120	75299795
ENSG00000185189	NRBP2	8	143833594	143840974
ENSG00000185187	SIGIRR	11	405716	417455
ENSG00000151348	EXT2	11	44095549	44245429
ENSG00000279121	AC073592.5	12	124555905	124556432
ENSG00000136367	ZFHX2	14	23520855	23556192
ENSG00000177189	RPS6KA3	X	20149911	20267519
ENSG00000279127	AL121950.1	6	49721931	49724007
ENSG00000177182	CLVS1	8	61057158	61501645
ENSG00000177181	RIMKLA	1	42380795	42422578
ENSG00000205611	LINC01597	20	30278906	30288479
ENSG00000249412	AC010285.1	5	179963615	179964419
ENSG00000241644	INMT	7	30697985	30757602
ENSG00000207280	SNORD20	2	231456444	231456523
ENSG00000225039	LINC01058	13	30419519	30422237
ENSG00000042980	ADAM28	8	24294040	24359018
ENSG00000203724	C1ORF53	1	197902647	197907367
ENSG00000271646	AC099343.3	4	184474802	184477304
ENSG00000162976	PQLC3	2	11155198	11178874
ENSG00000207750	MIR553	1	100281241	100281308
ENSG00000162972	MAIP1	2	199955317	200008540
ENSG00000276691	AC004466.3	12	47788426	47788971
ENSG00000268970	AC022150.2	19	52597699	52598887
ENSG00000279413	AC112497.1	X	15702602	15703243
ENSG00000279416	AC099689.1	18	79085134	79086435
ENSG00000279415	AC099494.2	16	17227023	17228000
ENSG00000200397	ENSG00000200397	7	87218611	87218712
ENSG00000090861	AARS	16	70252295	70289543
ENSG00000090863	GLG1	16	74447427	74607144
ENSG00000224852	MTND5P24	2	143094789	143096555
ENSG00000128739	SNRPN	15	24823637	24978723
ENSG00000237440	ZNF737	19	20535825	20565809
ENSG00000137098	SPAG8	9	35808045	35812272
ENSG00000128731	HERC2	15	28111040	28322152
ENSG00000277545	AL356752.1	13	112811566	112812158
ENSG00000224858	RPL29P11	3	37016523	37017014
ENSG00000101057	MYBL2	20	43667019	43716496
ENSG00000157335	CLEC18C	16	70173322	70187361
ENSG00000233730	LINC01765	1	115099672	115102658
ENSG00000233733	H2AFZP6	22	31521199	31521592
ENSG00000133121	STARD13	13	33103135	33350630
ENSG00000273483	AL354760.1	1	112517799	112518441
ENSG00000232065	LINC01063	3	196631498	196632587
ENSG00000174370	C11ORF45	11	128899565	128906035
ENSG00000273487	AC104836.1	1	92189237	92190707
ENSG00000273489	AC008264.2	7	131493964	131497694
ENSG00000137547	MRPL15	8	54135210	54147901
ENSG00000268357	VN1R81P	19	21123817	21124188
ENSG00000268355	AC243960.3	19	41531206	41532174
ENSG00000268352	AC006115.1	19	56672268	56684653
ENSG00000268350	FAM156A	X	52926402	52995472
ENSG00000161914	ZNF653	19	11483427	11505923
ENSG00000204228	HSD17B8	6	33204642	33206831
ENSG00000121716	PILRB	7	100352176	100367733
ENSG00000175324	LSM1	8	38163321	38176730
ENSG00000101464	PIGU	20	34560542	34698790
ENSG00000112473	SLC39A7	6	33200445	33204439
ENSG00000104267	CA2	8	85463852	85481493
ENSG00000277287	AL109976.1	20	3239705	3245382
ENSG00000006757	PNPLA4	X	7898247	7927739
ENSG00000166123	GPT2	16	46884378	46931297
ENSG00000139266	MARCH9	12	57755098	57760407
ENSG00000139083	ETV6	12	11649854	11895402
ENSG00000087191	PSMC5	17	63827152	63832026
ENSG00000073598	FNDC8	17	35121579	35130732
ENSG00000228526	MIR34AHG	1	9148011	9198906
ENSG00000105849	TWISTNB	7	19695462	19709087
ENSG00000284642	AL139424.2	1	10395416	10397432
ENSG00000064309	CDON	11	125955796	126063335
ENSG00000148690	FRA10AC1	10	93667883	93702572
ENSG00000167658	EEF2	19	3976056	3985469
ENSG00000240898	AC132942.1	17	3665220	3665702
ENSG00000129128	SPCS3	4	176319964	176332245
ENSG00000240893	LINC02042	3	112736447	112749319
ENSG00000240891	PLCXD2	3	111674676	111846447
ENSG00000240890	AC020633.1	3	132386522	132389074
ENSG00000231006	RPL7P32	7	108510233	108510976
ENSG00000087269	NOP14	4	2937933	2963385
ENSG00000068120	COASY	17	42561467	42566277
ENSG00000284713	AP003071.5	11	69155478	69159752
ENSG00000140511	HAPLN3	15	88877288	88895626
ENSG00000078814	MYH7B	20	34975403	35002437
ENSG00000226057	PHF2P2	13	18946755	19062718
ENSG00000226055	PAICSP1	9	37878116	37879493
ENSG00000197937	ZNF347	19	53124072	53159075
ENSG00000075336	TIMM21	18	74148511	74160530
ENSG00000201684	RN7SKP239	11	67362414	67362708
ENSG00000263503	MAPK8IP1P2	17	45600869	45602340
ENSG00000102024	PLS3	X	115561174	115650861
ENSG00000179131	AC073335.1	7	66914581	66914943
ENSG00000109674	NEIL3	4	177309836	177362943
ENSG00000105556	MIER2	19	301444	344815
ENSG00000109670	FBXW7	4	152320544	152536063
ENSG00000105552	BCAT2	19	48795062	48811029
ENSG00000105559	PLEKHA4	19	48837097	48868632
ENSG00000230359	TPI1P2	7	129055223	129057239
ENSG00000230358	SPDYE21P	7	67279778	67286230
ENSG00000176444	CLK2	1	155262868	155278491
ENSG00000273102	AP000569.1	21	33967101	33968573
ENSG00000219682	AL133268.1	6	25140003	25141403
ENSG00000273108	AL121929.2	10	103608619	103610050
ENSG00000189409	MMP23B	1	1632095	1635263
ENSG00000171130	ATP6V0E2	7	149872968	149891204
ENSG00000172987	HPSE2	10	98457077	99235862
ENSG00000231586	RPS23P9	1	161617992	161619585
ENSG00000175581	MRPL48	11	73787316	73865133
ENSG00000205592	MUC19	12	40393395	40570832
ENSG00000238832	ENSG00000238832	7	107603363	107603507
ENSG00000235806	AF241728.1	X	38770331	38799658
ENSG00000088205	DDX18	2	117814650	117832379
ENSG00000235802	HCFC1-AS1	X	153969325	153970087
ENSG00000078369	GNB1	1	1785285	1891117
ENSG00000171136	RLN3	19	14028148	14031042
ENSG00000248401	AC114781.1	4	83247179	83248206
ENSG00000225231	LINC02470	12	9936579	9943495
ENSG00000112303	VNN2	6	132743870	132763459
ENSG00000256262	USP30-AS1	12	109052350	109053952
ENSG00000108106	UBE2S	19	55399745	55407777
ENSG00000108107	RPL28	19	55385345	55403250
ENSG00000108100	CCNY	10	35247025	35572669
ENSG00000127528	KLF2	19	16324817	16327874
ENSG00000219027	RPS3AP2	16	1477830	1478583
ENSG00000112309	B3GAT2	6	70856679	70957038
ENSG00000258035	AC123567.2	12	94168006	94186044
ENSG00000255409	RSF1-IT1	11	77738680	77739568
ENSG00000105088	OLFM2	19	9853718	9936552
ENSG00000105085	MED26	19	16574907	16629062
ENSG00000166860	ZBTB39	12	56998834	57006446
ENSG00000166866	MYO1A	12	57028517	57051198
ENSG00000073969	NSF	17	46590669	46757464
ENSG00000284431	AL022238.4	22	40346529	40410054
ENSG00000225234	TRAPPC12-AS1	2	3481242	3482409
ENSG00000254479	SLC25A1P1	11	85934737	85935663
ENSG00000145103	ILDR1	3	121987323	122022258
ENSG00000145107	TM4SF19	3	196319342	196338503
ENSG00000089558	KCNH4	17	42156891	42181278
ENSG00000121316	PLBD1	12	14503661	14568349
ENSG00000172215	CXCR6	3	45940933	45948353
ENSG00000172216	CEBPB	20	50190734	50192689
ENSG00000249753	AC084357.2	12	63623788	63795718
ENSG00000261269	AC093278.2	5	72439903	72442387
ENSG00000233077	LINC01271	20	50310711	50321342
ENSG00000173166	RAPH1	2	203394345	203535410
ENSG00000233072	RPS15AP6	1	21003550	21003934
ENSG00000233070	ZFY-AS1	Y	2966844	3002626
ENSG00000235072	AC012074.1	2	25369136	25375845
ENSG00000214212	C19ORF38	19	10836575	10869790
ENSG00000112159	MDN1	6	89642499	89819723
ENSG00000125968	ID1	20	31605283	31606515
ENSG00000171316	CHD7	8	60678778	60868028
ENSG00000115641	FHL2	2	105357712	105438513
ENSG00000140057	AK7	14	96392111	96489427
ENSG00000213654	GPSM3	6	32190766	32195523
ENSG00000213658	LAT	16	28984826	28990783
ENSG00000100075	SLC25A1	22	19175575	19178830
ENSG00000100077	GRK3	22	25564849	25729294
ENSG00000100079	LGALS2	22	37570246	37582616
ENSG00000117472	TSPAN1	1	46175073	46185958
ENSG00000117475	BLZF1	1	169367970	169396540
ENSG00000107223	EDF1	9	136862119	136866286
ENSG00000117479	SLC19A2	1	169463909	169486003
ENSG00000217897	HSPE1P8	1	39304294	39304898
ENSG00000217896	ZNF839P1	Y	18985175	18986398
ENSG00000224611	AC007919.1	3	172522228	172522444
ENSG00000224610	AC108879.1	X	39226103	39299786
ENSG00000224616	RTCA-AS1	1	100251528	100266179
ENSG00000014216	CAPN1	11	65180566	65212006
ENSG00000224614	TNK2-AS1	3	195908076	195911257
ENSG00000224618	AC096921.1	3	30626423	30626797
ENSG00000081177	EXD2	14	69191511	69244020
ENSG00000258869	LINC02312	14	97749264	97763989
ENSG00000258867	LINC01146	14	88024550	88097619
ENSG00000181218	HIST3H2A	1	228456979	228457873
ENSG00000259935	AC009754.1	15	52648634	52649866
ENSG00000197343	ZNF655	7	99558406	99576453
ENSG00000197345	MRPL21	11	68891276	68903835
ENSG00000152192	POU4F1	13	78598362	78603560
ENSG00000152193	RNF219	13	78614291	78659179
ENSG00000272523	LINC01023	5	108727825	108728260
ENSG00000156689	GLYATL2	11	58834065	58904215
ENSG00000247416	AP000802.1	11	112959279	112963460
ENSG00000013288	MAN2B2	4	6575175	6623362
ENSG00000143502	SUSD4	1	223220819	223364202
ENSG00000143507	DUSP10	1	221701424	221742176
ENSG00000016391	CHDH	3	53812335	53846390
ENSG00000079805	DNM2	19	10718079	10833488
ENSG00000064300	NGFR	17	49495293	49515017
ENSG00000261468	AC096921.2	3	30697661	30699576
ENSG00000257365	FNTB	14	64986720	65062652
ENSG00000261461	UBE2MP1	16	35169692	35170241
ENSG00000261460	AC009690.2	15	72278867	72351794
ENSG00000251381	LINC00958	11	12961842	12989548
ENSG00000266208	AC080112.1	17	40360655	40364693
ENSG00000157152	SYN2	3	12004402	12191400
ENSG00000255112	CHMP1B	18	11851396	11854449
ENSG00000106066	CPVL	7	28995231	29195451
ENSG00000211491	MIR320D1	13	40727828	40727875
ENSG00000173114	LRRN3	7	111091006	111125454
ENSG00000103035	PSMD7	16	74296775	74306288
ENSG00000103034	NDRG4	16	58462846	58513628
ENSG00000103037	SETD6	16	58515479	58521181
ENSG00000151553	FAM160B1	10	114821744	114899832
ENSG00000151552	QDPR	4	17460261	17512234
ENSG00000102349	KLF8	X	56232421	56287889
ENSG00000156026	MCU	10	72692131	72887694
ENSG00000260231	KDM7A-DT	7	140177184	140179640
ENSG00000130962	PRRG1	X	37349275	37457295
ENSG00000228612	HK2P1	X	80571871	80574607
ENSG00000009950	MLXIPL	7	73593194	73624543
ENSG00000009954	BAZ1B	7	73440398	73522278
ENSG00000281731	AC110079.2	4	118664087	118685341
ENSG00000242580	IGKV1D-43	2	90209873	90210529
ENSG00000226501	USF1P1	21	33334571	33335096
ENSG00000149428	HYOU1	11	119044189	119057202
ENSG00000226508	LINC01918	2	105144113	105145424
ENSG00000221739	MIR1203	17	48156427	48156511
ENSG00000123178	SPRYD7	13	49912706	49936490
ENSG00000260233	SSSCA1-AS1	11	65568482	65570423
ENSG00000000419	DPM1	20	50934867	50958555
ENSG00000250474	WBP1LP2	7	107628553	107629550
ENSG00000196865	NHLRC2	10	113854661	113917194
ENSG00000267150	AC006557.1	18	14089935	14091019
ENSG00000267152	AC093227.1	19	37728586	37730643
ENSG00000114127	XRN1	3	142306607	142448062
ENSG00000114126	TFDP2	3	141944428	142149544
ENSG00000114125	RNF7	3	141738204	141747560
ENSG00000114124	GRK7	3	141778148	141818490
ENSG00000114120	SLC25A36	3	140941830	140980961
ENSG00000115295	CLIP4	2	29097705	29189643
ENSG00000115290	GRB14	2	164492812	164621848
ENSG00000259381	AC090695.1	15	100645434	100646655
ENSG00000259384	GH1	17	63917200	63918838
ENSG00000205517	RGL3	19	11384341	11419342
ENSG00000109339	MAPK10	4	85990007	86594625
ENSG00000109332	UBE2D3	4	102794383	102868896
ENSG00000143167	GPA33	1	167052836	167166479
ENSG00000198015	MRPL42	12	93467488	93516213
ENSG00000130052	STARD8	X	68647666	68725842
ENSG00000143162	CREG1	1	167529117	167553805
ENSG00000278212	AC134878.2	Y	11153858	11159013
ENSG00000208002	MIR643	19	52281797	52281893
ENSG00000259657	PIGHP1	15	59676757	59677321
ENSG00000259656	AC013452.2	15	49101791	49103264
ENSG00000259654	AC115102.1	15	84685884	84686946
ENSG00000259658	AC027559.1	15	101732201	101746870
ENSG00000100379	KCTD17	22	37051736	37063390
ENSG00000162194	LBHD1	11	62662817	62672255
ENSG00000162191	UBXN1	11	62676498	62679117
ENSG00000166432	ZMAT1	X	101882288	101932031
ENSG00000166435	XRRA1	11	74807739	74949200
ENSG00000236449	AC010894.3	2	174547141	174774827
ENSG00000166439	RNF169	11	74748868	74842413
ENSG00000254389	RHPN1-AS1	8	143366631	143368548
ENSG00000229258	AL445488.1	1	211829846	211853703
ENSG00000055163	CYFIP2	5	157266079	157395595
ENSG00000196284	SUPT3H	6	44809317	45377953
ENSG00000144134	RABL2A	2	113627229	113643396
ENSG00000182768	NGRN	15	90265659	90278141
ENSG00000162222	TTC9C	11	62728069	62740293
ENSG00000162227	TAF6L	11	62771303	62787342
ENSG00000282499	TRBV25-1	7	142670740	142671244
ENSG00000282416	AC092299.1	19	197310	198066
ENSG00000126251	GPR42	19	35370929	35372962
ENSG00000126254	RBM42	19	35629030	35637686
ENSG00000186654	PRR5	22	44668547	44737681
ENSG00000251405	AC016571.1	5	157363382	157365501
ENSG00000119446	RBM18	9	122237624	122264839
ENSG00000266783	AP005136.2	18	2561172	2562220
ENSG00000251408	AC113615.1	4	6202328	6206649
ENSG00000251409	AC008592.4	5	95835943	95852721
ENSG00000178082	TWF1P1	17	29203426	29204474
ENSG00000257122	RRN3P3	16	22418672	22437715
ENSG00000178081	ULK4P3	15	30103720	30131757
ENSG00000257127	CLLU1	12	92421531	92431002
ENSG00000112212	TSPO2	6	41042554	41044337
ENSG00000112210	RAB23	6	57186992	57222314
ENSG00000005513	SOX8	16	981808	986979
ENSG00000165169	DYNLT3	X	37836757	37847637
ENSG00000165168	CYBB	X	37780011	37813461
ENSG00000121152	NCAPH	2	96335787	96373845
ENSG00000277299	AC084876.1	12	109948389	109949029
ENSG00000231249	ITPR1-DT	3	4490891	4493163
ENSG00000277290	AC136475.10	11	243099	243483
ENSG00000120280	CXORF21	X	30558824	30577844
ENSG00000126878	AIF1L	9	131096476	131123152
ENSG00000126870	WDR60	7	158856578	158956747
ENSG00000185238	PRMT3	11	20387530	20509294
ENSG00000284154	MIR3605	1	33332393	33332492
ENSG00000185236	RAB11B	19	8389981	8404434
ENSG00000170677	SOCS6	18	70288901	70330200
ENSG00000196139	AKR1C3	10	5035354	5107686
ENSG00000183682	BMP8A	1	39491646	39525935
ENSG00000196132	MYT1	20	64102394	64242253
ENSG00000183688	RFLNB	17	439978	445939
ENSG00000175485	OR52W1	11	6199146	6200259
ENSG00000171105	INSR	19	7112255	7294034
ENSG00000255201	AC087623.1	8	38421889	38426096
ENSG00000171100	MTM1	X	150568619	150673322
ENSG00000171101	SIGLEC17P	19	51167328	51173524
ENSG00000175482	POLD4	11	67350777	67356972
ENSG00000175489	LRRC25	19	18391144	18397617
ENSG00000171109	MFN1	3	179347692	179394931
ENSG00000152348	ATG10	5	81972025	82276857
ENSG00000255418	AC090092.1	11	23164900	23203161
ENSG00000207134	RNU6-106P	1	155358712	155358818
ENSG00000201988	ENSG00000201988	6	30736304	30736414
ENSG00000110200	ANAPC15	11	72106378	72112780
ENSG00000183977	PP2D1	3	19979961	20012330
ENSG00000183978	COA3	17	42795147	42798704
ENSG00000235636	NUS1P1	X	47512602	47513483
ENSG00000204475	NCR3	6	31588895	31592985
ENSG00000280099	AL603750.1	1	85152487	85154203
ENSG00000276529	AP001505.1	21	44978832	44979274
ENSG00000276523	AC025287.3	16	75572185	75572685
ENSG00000230191	AC006970.1	7	56163145	56163533
ENSG00000253716	MINCR	8	143280161	143281690
ENSG00000253710	ALG11	13	52012398	52032171
ENSG00000133321	RARRES3	11	63536809	63546462
ENSG00000253719	ATXN7L3B	12	74537827	74545430
ENSG00000156858	PRR14	16	30650717	30656440
ENSG00000134107	BHLHE40	3	4979116	4985323
ENSG00000134824	FADS2	11	61792980	61867354
ENSG00000134825	TMEM258	11	61768501	61792802
ENSG00000134827	TCN1	11	59852800	59866575
ENSG00000167721	TSR1	17	2322503	2337507
ENSG00000252147	RNY3P16	X	119456558	119456658
ENSG00000133328	HRASLS2	11	63552770	63563383
ENSG00000129968	ABHD17A	19	1876810	1885547
ENSG00000083093	PALB2	16	23603160	23641310
ENSG00000248648	AC113410.1	5	133003119	133003365
ENSG00000083097	DOP1A	6	83067666	83171350
ENSG00000204444	APOM	6	31652416	31658210
ENSG00000248643	RBM14-RBM4	11	66616626	66646469
ENSG00000248641	HMGA1P2	4	73098822	73099145
ENSG00000237977	EIF4HP2	22	30902219	30902781
ENSG00000198393	ZNF26	12	132986365	133032952
ENSG00000280107	AL022393.1	6	28170845	28172521
ENSG00000280106	AC008555.8	19	34949038	34951205
ENSG00000166889	PATL1	11	59636716	59668980
ENSG00000243279	PRAF2	X	49071156	49074071
ENSG00000166881	NEMP1	12	57055643	57088063
ENSG00000166887	VPS39	15	42158701	42208316
ENSG00000166886	NAB2	12	57088894	57095476
ENSG00000148835	TAF5	10	103367967	103389065
ENSG00000100528	CNIH1	14	54423560	54441431
ENSG00000083544	TDRD3	13	60396457	60573878
ENSG00000178502	KLHL11	17	41853545	41865431
ENSG00000257086	AP001453.3	11	64246939	64249494
ENSG00000007001	UPP2	2	157876702	158136154
ENSG00000163902	RPN1	3	128619970	128681075
ENSG00000167286	CD3D	11	118338954	118342744
ENSG00000163900	TMEM41A	3	185476496	185499057
ENSG00000167280	ENGASE	17	79074939	79088599
ENSG00000167281	RBFOX3	17	79089345	79516148
ENSG00000163909	HEYL	1	39624153	39639945
ENSG00000247199	AC091948.1	5	148268307	148383783
ENSG00000268836	Z69706.1	16	185748	186294
ENSG00000268833	AC243967.2	19	41757898	41786893
ENSG00000265800	AC022211.3	17	75138416	75141350
ENSG00000265808	SEC22B	1	120150898	120176515
ENSG00000280092	AC002044.3	16	73005601	73006141
ENSG00000237357	BX088651.4	9	42566679	42569353
ENSG00000237352	LINC01358	1	58933643	59240555
ENSG00000177225	GATD1	11	767220	777488
ENSG00000237351	AL513366.1	X	47156638	47158199
ENSG00000272525	AC099522.2	5	73497550	73498293
ENSG00000237359	AL354977.2	9	3647335	3648338
ENSG00000141452	RMC1	18	23503470	23531807
ENSG00000277734	TRAC	14	22547506	22552154
ENSG00000141456	PELP1	17	4669774	4704337
ENSG00000249593	AC011405.1	5	139012647	139051203
ENSG00000249592	AC139887.2	4	762387	781849
ENSG00000279608	AL353795.3	9	35038625	35044326
ENSG00000268785	RPL7P50	19	6593329	6594055
ENSG00000279602	AC109326.1	17	43360041	43361361
ENSG00000279600	AC015804.1	17	78008421	78008855
ENSG00000279601	AC005052.1	X	119693568	119696059
ENSG00000274275	AC009831.3	18	32031035	32031359
ENSG00000274276	CBSL	21	6444869	6468040
ENSG00000279605	AC067930.6	8	143578358	143583304
ENSG00000243147	MRPL33	2	27771717	27988087
ENSG00000136536	MARCH7	2	159712457	159771027
ENSG00000102385	DRP2	X	101219769	101264497
ENSG00000270964	AC016355.1	15	67541072	67542604
ENSG00000035403	VCL	10	73995193	74121363
ENSG00000270966	AC087763.1	8	8933721	8934006
ENSG00000106123	EPHB6	7	142855061	142871094
ENSG00000165886	UBTD1	10	97498868	97571209
ENSG00000172765	TMCC1	3	129647792	129893606
ENSG00000110435	PDHX	11	34915829	35020591
ENSG00000172766	NAA16	13	41311205	41377030
ENSG00000282757	DUXB	16	75693929	75701459
ENSG00000127399	LRRC61	7	150322639	150338150
ENSG00000236754	AC007666.1	22	17580157	17589192
ENSG00000236756	ENSG00000236756	10	73247360	73276984
ENSG00000236753	MKLN1-AS	7	131309469	131328222
ENSG00000215187	FAM166B	9	35561831	35563899
ENSG00000232453	AC105277.1	1	58882868	58903747
